0.010209331,203.1752395
0.017717184,211.998749
0.020235157,295.7939134
0.030689408,446.212454
0.040917216,494.7687806
0.050492715,614.1128578
0.060355056,599.7342564
0.070572727,642.2959127
0.079693534,763.8431998
0.091362311,691.3736052
0.102305674,815.2691461
0.108630022,762.6494933
0.120759188,782.8267736
0.129312264,735.4374904
0.140738462,751.5939215
0.148811392,700.1108609
0.157330172,660.4266132
0.167637828,674.813249
0.177838601,701.1741075
0.190524819,623.7125086
0.202985038,645.3832411
0.211032155,596.0586698
0.218453463,555.1292437
0.231737915,579.2434178
0.247217952,515.233389
0.255547906,565.2930279
0.265659433,526.495202
0.273338399,604.951285
0.285362024,563.4519472
0.293792671,602.7849943
0.313257898,568.6585415
0.315604788,639.6986521
0.332295412,595.8587205
0.337650173,667.5346604
0.351010326,621.719672
0.375282286,699.7423563
0.403585969,654.6500687
0.412479782,612.1980909
0.456477576,647.1278416
0.480442871,628.6447099
0.48271452,595.2500576
0.516734294,580.7672594
0.557743304,581.1450961
0.571810828,619.0841745
0.607048366,591.4218151
0.646937801,591.742438
0.623063797,553.0899724
0.623473125,512.803069
0.647646311,521.6638813
0.672413177,562.8299032
0.703999304,614.9915338
0.722678001,565.5469384
0.75987002,615.3916362
0.793179458,582.8905258
0.787022763,538.1281515
0.714006571,524.2958392
